Code,Disorder_Name
6C46.71,"- - - - - Stimulant-induced anxiety disorder including amphetamines, methamphetamine or methcathinone"
6C46.72,"- - - - - Stimulant-induced obsessive-compulsive or related disorder including amphetamines, methamphetamine or methcathinone"
6C46.73,"- - - - - Stimulant-induced impulse control disorder including amphetamines, methamphetamine or methcathinone"
6C46.Y,"- - - - Other specified disorders due to use of stimulants including amphetamines, methamphetamine or methcathinone"
6C46.Z,"- - - - Disorders due to use of stimulants including amphetamines, methamphetamine or methcathinone, unspecified"
6C47,- - - Disorders due to use of synthetic cathinones
6C47.0,- - - - Episode of harmful use of synthetic cathinones
6C47.1,- - - - Harmful pattern of use of synthetic cathinones
6C47.10,"- - - - - Harmful pattern of use of synthetic cathinones, episodic"
6C47.11,"- - - - - Harmful use of synthetic cathinones, continuous"
6C47.1Y,- - - - - Other specified harmful pattern of use of synthetic cathinones
6C47.1Z,"- - - - - Harmful pattern of use of synthetic cathinones, unspecified"
6C47.2,- - - - Synthetic cathinone dependence
6C47.20,"- - - - - Synthetic cathinone dependence, current use"
6C47.21,"- - - - - Synthetic cathinone dependence, early full remission"
6C47.22,"- - - - - Synthetic cathinone dependence, sustained partial remission"
6C47.23,"- - - - - Synthetic cathinone dependence, sustained full remission"
6C47.2Y,- - - - - Other specified synthetic cathinone dependence
6C47.2Z,"- - - - - Synthetic cathinone dependence, unspecified"
6C47.3,- - - - Synthetic cathinone intoxication
6C47.4,- - - - Synthetic cathinone withdrawal
6C47.5,- - - - Synthetic cathinone-induced delirium
6C47.6,- - - - Synthetic cathinone-induced psychotic disorder
6C47.60,- - - - - Synthetic cathinone-induced psychotic disorder with hallucinations
6C47.61,- - - - - Synthetic cathinone-induced psychotic disorder with delusions
6C47.62,- - - - - Synthetic cathinone-induced psychotic disorder with mixed psychotic symptoms
6C47.6Z,"- - - - - Synthetic cathinone-induced psychotic disorder, unspecified"
6C47.7,- - - - Certain specified synthetic cathinone-induced mental or behavioural disorders
6C47.70,- - - - - Synthetic cathinone-induced mood disorder
6C47.71,- - - - - Synthetic cathinone-induced anxiety disorder
6C47.72,- - - - - Synthetic cathinone-induced obsessive-compulsive or related syndrome
6C47.73,- - - - - Synthetic cathinone-induced impulse control disorder
6C47.Y,- - - - Other specified disorders due to use of synthetic cathinones
6C47.Z,"- - - - Disorders due to use of synthetic cathinones, unspecified"
6C48,- - - Disorders due to use of caffeine
6C48.0,- - - - Episode of harmful use of caffeine
6C48.1,- - - - Harmful pattern of use of caffeine
6C48.10,"- - - - - Harmful pattern of use of caffeine, episodic"
6C48.11,"- - - - - Harmful pattern of use of caffeine, continuous"
6C48.1Z,"- - - - - Harmful pattern of use of caffeine, unspecified"
6C48.2,- - - - Caffeine intoxication
6C48.3,- - - - Caffeine withdrawal
6C48.4,- - - - Certain specified caffeine-induced mental or behavioural disorders
6C48.40,- - - - - Caffeine-induced anxiety disorder
6C48.Y,- - - - Other specified disorders due to use of caffeine
6C48.Z,"- - - - Disorders due to use of caffeine, unspecified"
6C49,- - - Disorders due to use of hallucinogens
6C49.0,- - - - Episode of harmful use of hallucinogens
6C49.1,- - - - Harmful pattern of use of hallucinogens
6C49.10,"- - - - - Harmful pattern of use of hallucinogens, episodic"
6C49.11,"- - - - - Harmful pattern of use of hallucinogens, continuous"
6C49.1Z,"- - - - - Harmful pattern of use of hallucinogens, unspecified"
6C49.2,- - - - Hallucinogen dependence
6C49.20,"- - - - - Hallucinogen dependence, current use"
6C49.21,"- - - - - Hallucinogen dependence, early full remission"
6C49.22,"- - - - - Hallucinogen dependence, sustained partial remission"
6C49.23,"- - - - - Hallucinogen dependence, sustained full remission"
6C49.2Z,"- - - - - Hallucinogen dependence, unspecified"
6C49.3,- - - - Hallucinogen intoxication
6C49.4,- - - - Hallucinogen-induced delirium
6C49.5,- - - - Hallucinogen-induced psychotic disorder
6C49.6,- - - - Certain specified hallucinogen-induced mental or behavioural disorders
6C49.60,- - - - - Hallucinogen-induced mood disorder
6C49.61,- - - - - Hallucinogen-induced anxiety disorder
6C49.Y,- - - - Other specified disorders due to use of hallucinogens
6C49.Z,"- - - - Disorders due to use of hallucinogens, unspecified"
6C4A,- - - Disorders due to use of nicotine
6C4A.0,- - - - Episode of harmful use of nicotine
6C4A.1,- - - - Harmful pattern of use of nicotine
6C4A.10,"- - - - - Harmful pattern of use of nicotine, episodic"
6C4A.11,"- - - - - Harmful pattern of use of nicotine, continuous"
6C4A.1Z,"- - - - - Harmful pattern of use of nicotine, unspecified"
6C4A.2,- - - - Nicotine dependence
6C4A.20,"- - - - - Nicotine dependence, current use"
6C4A.21,"- - - - - Nicotine dependence, early full remission"
6C4A.22,"- - - - - Nicotine dependence, sustained partial remission"
6C4A.23,"- - - - - Nicotine dependence, sustained full remission"
6C4A.2Z,"- - - - - Nicotine dependence, unspecified"
6C4A.3,- - - - Nicotine intoxication
6C4A.4,- - - - Nicotine withdrawal
6C4A.Y,- - - - Other specified disorders due to use of nicotine
6C4A.Z,"- - - - Disorders due to use of nicotine, unspecified"
6C4B,- - - Disorders due to use of volatile inhalants
6C4B.0,- - - - Episode of harmful use of volatile inhalants
6C4B.1,- - - - Harmful pattern of use of volatile inhalants
6C4B.10,"- - - - - Harmful pattern of use of volatile inhalants, episodic"
6C4B.11,"- - - - - Harmful pattern of use of volatile inhalants, continuous"
6C4B.1Z,"- - - - - Harmful pattern of use of volatile inhalants, unspecified"
6C4B.2,- - - - Volatile inhalant dependence
6C4B.20,"- - - - - Volatile inhalant dependence, current use"
6C4B.21,"- - - - - Volatile inhalant dependence, early full remission"
6C4B.22,"- - - - - Volatile inhalant dependence, sustained partial remission"
6C4B.23,"- - - - - Volatile inhalant dependence, sustained full remission"
6C4B.2Z,"- - - - - Volatile inhalant dependence, unspecified"
6C4B.3,- - - - Volatile inhalant intoxication
6C4B.4,- - - - Volatile inhalant withdrawal
6C4B.5,- - - - Volatile inhalant-induced delirium
6C4B.6,- - - - Volatile inhalant-induced psychotic disorder
6C4B.7,- - - - Certain specified volatile inhalants-induced mental or behavioural disorders
6C4B.70,- - - - - Volatile inhalant-induced mood disorder
6C4B.71,- - - - - Volatile inhalant-induced anxiety disorder
6C4B.Y,- - - - Other specified disorders due to use of volatile inhalants
6C4B.Z,"- - - - Disorders due to use of volatile inhalants, unspecified"
6C4C,"- - - Disorders due to use of MDMA or related drugs, including MDA"
6C4C.0,"- - - - Episode of harmful use of MDMA or related drugs, including MDA"
6C4C.1,"- - - - Harmful pattern of use of MDMA or related drugs, including MDA"
6C4C.10,"- - - - - Harmful use of MDMA or related drugs, including MDA, episodic"
6C4C.11,"- - - - - Harmful use of MDMA or related drugs, including MDA, continuous"
6C4C.1Z,"- - - - - Harmful pattern of use of MDMA or related drugs, including MDA, unspecified"
6C4C.2,"- - - - MDMA or related drug dependence, including MDA"
6C4C.20,"- - - - - MDMA or related drug dependence, including MDA, current use"
6C4C.21,"- - - - - MDMA or related drug dependence, including MDA, early full remission"
6C4C.22,"- - - - - MDMA or related drug dependence, including MDA, sustained partial remission"
6C4C.23,"- - - - - MDMA or related drug dependence, including MDA, sustained full remission"
6C4C.2Z,"- - - - - MDMA or related drug dependence, including MDA, unspecified"
6C4C.3,"- - - - MDMA or related drug intoxication, including MDA"
6C4C.4,"- - - - MDMA or related drug withdrawal, including MDA"
6C4C.5,"- - - - MDMA or related drug-induced delirium, including MDA"
6C4C.6,"- - - - MDMA or related drug-induced psychotic disorder, including MDA"
6C4C.7,"- - - - Certain specified MDMA or related drug-induced mental or behavioural disorders, including MDA"
6C4C.70,"- - - - - MDMA or related drug-induced mood disorder, including MDA"
6C4C.71,- - - - - MDMA or related drug-induced anxiety disorder
6C4C.Y,"- - - - Other specified disorders due to use of MDMA or related drugs, including MDA"
6C4C.Z,"- - - - Disorders due to use of MDMA or related drugs, including MDA, unspecified"
6C4D,- - - Disorders due to use of dissociative drugs including ketamine and phencyclidine [PCP]
6C4D.0,- - - - Episode of harmful use of dissociative drugs including ketamine or PCP
6C4D.1,"- - - - Harmful pattern of use of dissociative drugs, including ketamine or PCP"
6C4D.10,"- - - - - Harmful pattern of use of dissociative drugs including ketamine or PCP, episodic"
6C4D.11,"- - - - - Harmful pattern of use of dissociative drugs including ketamine or PCP, continuous"
6C4D.1Z,"- - - - - Harmful pattern of use of dissociative drugs, including ketamine or PCP, unspecified"
6C4D.2,- - - - Dissociative drug dependence including ketamine or PCP
6C4D.20,"- - - - - Dissociative drug dependence including Ketamine or PCP, current use"
6C4D.21,"- - - - - Dissociative drug dependence including ketamine or PCP, early full remission"
6C4D.22,"- - - - - Dissociative drug dependence including Ketamine or PCP, sustained partial remission"
6C4D.23,"- - - - - Dissociative drug dependence including Ketamine or PCP, sustained full remission"
6C4D.2Z,"- - - - - Dissociative drug dependence including ketamine or PCP, unspecified"
6C4D.3,- - - - Dissociative drug intoxication including Ketamine or PCP
6C4D.4,- - - - Dissociative drug-induced delirium including ketamine or PCP
6C4D.5,- - - - Dissociative drug-induced psychotic disorder including Ketamine or PCP
6C4D.6,"- - - - Certain specified dissociative drug-induced mental or behavioural disorders, including ketamine and phencyclidine [PCP]"
6C4D.60,- - - - - Dissociative drug-induced mood disorder including Ketamine or PCP
6C4D.61,- - - - - Dissociative drug-induced anxiety disorder including Ketamine or PCP
6C4D.Y,- - - - Other specified disorders due to use of dissociative drugs including ketamine and phencyclidine [PCP]
6C4D.Z,"- - - - Disorders due to use of dissociative drugs including ketamine and phencyclidine [PCP], unspecified"
6C4E,"- - - Disorders due to use of other specified psychoactive substances, including medications"
6C4E.0,- - - - Episode of harmful use of other specified psychoactive substance
6C4E.1,- - - - Harmful pattern of use of other specified psychoactive substance
6C4E.10,"- - - - - Harmful pattern of use of other specified psychoactive substance, episodic"
6C4E.11,"- - - - - Harmful pattern of use of other specified psychoactive substance, continuous"
6C4E.1Z,"- - - - - Harmful pattern of use of other specified psychoactive substance, unspecified"
6C4E.2,- - - - Other specified psychoactive substance dependence
6C4E.20,"- - - - - Other specified psychoactive substance dependence, current use"
6C4E.21,"- - - - - Other specified psychoactive substance dependence, early full remission"
6C4E.22,"- - - - - Other specified psychoactive substance dependence, sustained partial remission"
6C4E.23,"- - - - - Other specified psychoactive substance dependence, sustained full remission"
6C4E.2Z,"- - - - - Other specified psychoactive substance dependence, unspecified"
6C4E.3,- - - - Other specified psychoactive substance intoxication
6C4E.4,- - - - Other specified psychoactive substance withdrawal
6C4E.40,"- - - - - Other specified psychoactive substance withdrawal, uncomplicated"
6C4E.41,"- - - - - Other specified psychoactive substance withdrawal, with perceptual disturbances"
6C4E.42,"- - - - - Other specified psychoactive substance withdrawal, with seizures"
6C4E.43,"- - - - - Other specified psychoactive substance withdrawal, with perceptual disturbances and seizures"
6C4E.4Z,"- - - - - Other specified psychoactive substance withdrawal, unspecified"
6C4E.5,- - - - Delirium induced by other specified psychoactive substance including medications
6C4E.6,- - - - Psychotic disorder induced by other specified psychoactive substance
6C4E.7,- - - - Certain other specified psychoactive substance-induced mental or behavioural disorders
6C4E.70,- - - - - Mood disorder induced by other specified psychoactive substance
6C4E.71,- - - - - Anxiety disorder induced by other specified psychoactive substance
6C4E.72,- - - - - Obsessive-compulsive or related disorder induced by other specified psychoactive substance
6C4E.73,- - - - - Impulse control disorder induced by other specified psychoactive substance
6C4E.Y,"- - - - Other specified disorders due to use of other specified psychoactive substances, including medications"
6C4E.Z,"- - - - Disorders due to use of other specified psychoactive substances, including medications, unspecified"
6C4F,"- - - Disorders due to use of multiple specified psychoactive substances, including medications"
6C4F.0,- - - - Episode of harmful use of multiple specified psychoactive substances
6C4F.1,- - - - Harmful pattern of use of multiple specified psychoactive substances
6C4F.10,"- - - - - Harmful pattern of use of multiple specified psychoactive substances, episodic"
6C4F.11,"- - - - - Harmful pattern of use of multiple specified psychoactive substances, continuous"
6C4F.1Z,"- - - - - Harmful pattern of use of multiple specified psychoactive substances, unspecified"
6C4F.2,- - - - Multiple specified psychoactive substances dependence
6C4F.20,"- - - - - Multiple specified psychoactive substances dependence, current use"
6C4F.21,"- - - - - Multiple specified psychoactive substances dependence, early full remission"
6C4F.22,"- - - - - Multiple specified psychoactive substances dependence, sustained partial remission"
6C4F.23,"- - - - - Multiple specified psychoactive substances dependence, sustained full remission"
6C4F.2Z,"- - - - - Multiple specified psychoactive substances dependence, unspecified"
6C4F.3,- - - - Intoxication due to multiple specified psychoactive substances
6C4F.4,- - - - Multiple specified psychoactive substances withdrawal
6C4F.40,"- - - - - Multiple specified psychoactive substances withdrawal, uncomplicated"
6C4F.41,"- - - - - Multiple specified psychoactive substances withdrawal, with perceptual disturbances"
6C4F.42,"- - - - - Multiple specified psychoactive substances withdrawal, with seizures"
6C4F.43,"- - - - - Multiple specified psychoactive substances withdrawal, with perceptual disturbances and seizures"
6C4F.4Y,- - - - - Other specified multiple specified psychoactive substances withdrawal
6C4F.4Z,"- - - - - Multiple specified psychoactive substances withdrawal, unspecified"
6C4F.5,- - - - Delirium induced by multiple specified psychoactive substances including medications
6C4F.6,- - - - Psychotic disorder induced by multiple specified psychoactive substances
6C4F.7,- - - - Certain multiple specified psychoactive substances-induced mental or behavioural disorders
6C4F.70,- - - - - Mood disorder induced by multiple specified psychoactive substances
6C4F.71,- - - - - Anxiety disorder induced by multiple specified psychoactive substances
6C4F.72,- - - - - Obsessive-compulsive or related disorder induced by multiple specified psychoactive substances
6C4F.73,- - - - - Impulse control syndrome induced by multiple specified psychoactive substances
6C4F.Y,"- - - - Other specified disorders due to use of multiple specified psychoactive substances, including medications"
6C4F.Z,"- - - - Disorders due to use of multiple specified psychoactive substances, including medications, unspecified"
6C4G,- - - Disorders due to use of unknown or unspecified psychoactive substances
6C4G.0,- - - - Episode of harmful use of unknown or unspecified psychoactive substances
6C4G.1,- - - - Harmful pattern of use of unknown or unspecified psychoactive substance
6C4G.10,"- - - - - Harmful pattern of use of unknown or unspecified psychoactive substance, episodic"
6C4G.11,"- - - - - Harmful pattern of use of unknown or unspecified psychoactive substance, continuous"
6C4G.1Z,"- - - - - Harmful pattern of use of unknown or unspecified psychoactive substance, unspecified"
6C4G.2,- - - - Unknown or unspecified psychoactive substance dependence
6C4G.20,"- - - - - Unknown or unspecified psychoactive substance dependence, current use"
6C4G.21,"- - - - - Unknown or unspecified psychoactive substance dependence, early full remission"
6C4G.22,"- - - - - Unknown or unspecified psychoactive substance dependence, sustained partial remission"
6C4G.23,"- - - - - Unknown or unspecified psychoactive substance dependence, sustained full remission"
6C4G.2Z,"- - - - - Unknown or unspecified psychoactive substance dependence, substance and state of remission unspecified"
6C4G.3,- - - - Intoxication due to unknown or unspecified psychoactive substance
6C4G.4,- - - - Withdrawal due to unknown or unspecified psychoactive substance
6C4G.40,"- - - - - Withdrawal due to unknown or unspecified psychoactive substance, uncomplicated"
6C4G.41,"- - - - - Withdrawal due to unknown or unspecified psychoactive substance, with perceptual disturbances"
6C4G.42,"- - - - - Withdrawal due to unknown or unspecified psychoactive substance, with seizures"
6C4G.43,"- - - - - Withdrawal due to unknown or unspecified psychoactive, with perceptual disturbances and seizures"
6C4G.4Z,"- - - - - Withdrawal due to unknown or unspecified psychoactive substance, unspecified"
6C4G.5,- - - - Delirium induced by unknown or unspecified psychoactive substance
6C4G.6,- - - - Psychotic disorder induced by unknown or unspecified psychoactive substance
6C4G.7,- - - - Certain unknown or unspecified psychoactive substance-induced mental or behavioural disorders
6C4G.70,- - - - - Mood disorder induced by unknown or unspecified psychoactive substance
6C4G.71,- - - - - Anxiety disorder induced by unknown or unspecified psychoactive substance
6C4G.72,- - - - - Obsessive-compulsive or related disorder induced by unknown or unspecified psychoactive substance
6C4G.73,- - - - - Impulse control disorder induced by unknown or unspecified psychoactive substance
6C4G.Y,- - - - Other specified disorders due to use of unknown or unspecified psychoactive substances
6C4G.Z,"- - - - Disorders due to use of unknown or unspecified psychoactive substances, unspecified"
6C4H,- - - Disorders due to use of non-psychoactive substances
6C4H.0,- - - - Episode of harmful use of non-psychoactive substances
6C4H.1,- - - - Harmful pattern of use of non-psychoactive substances
6C4H.10,"- - - - - Harmful pattern of use of non-psychoactive substances, episodic"
6C4H.11,"- - - - - Harmful pattern of use of non-psychoactive substances, continuous"
6C4H.1Z,"- - - - - Harmful pattern of use of non-psychoactive substances, unspecified"
6C4H.Y,- - - - Other specified disorders due to use of non-psychoactive substances
6C4H.Z,"- - - - Disorders due to use of non-psychoactive substances, unspecified"
6C4Y,- - - Other specified disorders due to substance use
6C4Z,"- - - Disorders due to substance use, unspecified"
6C50,- - - Gambling disorder
6C50.0,"- - - - Gambling disorder, predominantly offline"
6C50.1,"- - - - Gambling disorder, predominantly online"
6C50.Z,"- - - - Gambling disorder, unspecified"
6C51,- - - Gaming disorder
6C51.0,"- - - - Gaming disorder, predominantly online"
6C51.1,"- - - - Gaming disorder, predominantly offline"
6C51.Z,"- - - - Gaming disorder, unspecified"
6C5Y,- - - Other specified disorders due to addictive behaviours
6C5Z,"- - - Disorders due to addictive behaviours, unspecified"
6C70,- - Pyromania
6C71,- - Kleptomania
6C72,- - Compulsive sexual behaviour disorder
6C73,- - Intermittent explosive disorder
6C7Y,- - Other specified impulse control disorders
6C7Z,"- - Impulse control disorders, unspecified"
6C90,- - Oppositional defiant disorder
6C90.0,- - - Oppositional defiant disorder with chronic irritability-anger
6C90.00,- - - - Oppositional defiant disorder with chronic irritability-anger with limited prosocial emotions
6C90.01,- - - - Oppositional defiant disorder with chronic irritability-anger with typical prosocial emotions
6C90.0Z,"- - - - Oppositional defiant disorder with chronic irritability-anger, unspecified"
6C90.1,- - - Oppositional defiant disorder without chronic irritability-anger
6C90.10,- - - - Oppositional defiant disorder without chronic irritability-anger with limited prosocial emotions
6C90.11,- - - - Oppositional defiant disorder without chronic irritability-anger with typical prosocial emotions
6C90.1Z,"- - - - Oppositional defiant disorder without chronic irritability-anger, unspecified"
6C90.Z,"- - - Oppositional defiant disorder, unspecified"
6C91,- - Conduct-dissocial disorder
6C91.0,"- - - Conduct-dissocial disorder, childhood onset"
6C91.00,"- - - - Conduct-dissocial disorder, childhood onset with limited prosocial emotions"
6C91.01,"- - - - Conduct-dissocial disorder, childhood onset with typical prosocial emotions"
6C91.0Z,"- - - - Conduct-dissocial disorder, childhood onset, unspecified"
6C91.1,"- - - Conduct-dissocial disorder, adolescent onset"
6C91.10,"- - - - Conduct-dissocial disorder, adolescent onset with limited prosocial emotions"
6C91.11,"- - - - Conduct-dissocial disorder, adolescent onset with typical prosocial emotions"
6C91.1Y,"- - - - Other specified conduct-dissocial disorder, adolescent onset"
6C91.Z,"- - - Conduct-dissocial disorder, unspecified"
6C9Y,- - Other specified disruptive behaviour or dissocial disorders
6C9Z,"- - Disruptive behaviour or dissocial disorders, unspecified"
6D10,- - Personality disorder
6D10.0,- - - Mild personality disorder
6D10.1,- - - Moderate personality disorder
6D10.2,- - - Severe personality disorder
6D10.Z,"- - - Personality disorder, severity unspecified"
6D11,- - Prominent personality traits or patterns
6D11.0,- - - Negative affectivity in personality disorder or personality difficulty
6D11.1,- - - Detachment in personality disorder or personality difficulty
6D11.2,- - - Dissociality in personality disorder or personality difficulty
6D11.3,- - - Disinhibition in personality disorder or personality difficulty
6D11.4,- - - Anankastia in personality disorder or personality difficulty
6D11.5,- - - Borderline pattern
6D30,- - Exhibitionistic disorder
6D31,- - Voyeuristic disorder
6D32,- - Pedophilic disorder
6D33,- - Coercive sexual sadism disorder
6D34,- - Frotteuristic disorder
6D35,- - Other paraphilic disorder involving non-consenting individuals
6D36,- - Paraphilic disorder involving solitary behaviour or consenting individuals
6D3Z,"- - Paraphilic disorders, unspecified"
6D50,- - Factitious disorder imposed on self
6D51,- - Factitious disorder imposed on another
6D5Z,"- - Factitious disorders, unspecified"
6D70,- - Delirium
6D70.0,- - - Delirium due to disease classified elsewhere
6D70.1,- - - Delirium due to psychoactive substances including medications
6D70.2,- - - Delirium due to multiple etiological factors
6D70.Y,"- - - Delirium, other specified cause"
6D70.Z,"- - - Delirium, unspecified or unknown cause"
6D71,- - Mild neurocognitive disorder
6D72,- - Amnestic disorder
6D72.0,- - - Amnestic disorder due to diseases classified elsewhere
6D72.1,- - - Amnestic disorder due to psychoactive substances including medications
6D72.10,- - - - Amnestic disorder due to use of alcohol
6D72.11,"- - - - Amnestic disorder due to use of sedatives, hypnotics or anxiolytics"
6D72.12,- - - - Amnestic disorder due to other specified psychoactive substance including medications
6D72.13,- - - - Amnestic disorder due to use of volatile inhalants
6D72.Y,"- - - Amnestic disorder, other specified cause"
6D72.Z,"- - - Amnestic disorder, unknown or unspecified cause"
6D80,- - - Dementia due to Alzheimer disease
6D80.0,- - - - Dementia due to Alzheimer disease with early onset
6D80.1,- - - - Dementia due to Alzheimer disease with late onset
6D80.2,"- - - - Alzheimer disease dementia, mixed type, with cerebrovascular disease"
6D80.3,"- - - - Alzheimer disease dementia, mixed type, with other nonvascular aetiologies"
6D80.Z,"- - - - Dementia due to Alzheimer disease, onset unknown or unspecified"
6D81,- - - Dementia due to cerebrovascular disease
6D82,- - - Dementia due to Lewy body disease
6D83,- - - Frontotemporal dementia
6D84,- - - Dementia due to psychoactive substances including medications
6D84.0,- - - - Dementia due to use of alcohol
6D84.1,"- - - - Dementia due to use of sedatives, hypnotics or anxiolytics"
6D84.2,- - - - Dementia due to use of volatile inhalants
6D84.Y,- - - - Dementia due to other specified psychoactive substance
6D85,- - - Dementia due to diseases classified elsewhere
6D85.0,- - - - Dementia due to Parkinson disease
6D85.1,- - - - Dementia due to Huntington disease
6D85.2,- - - - Dementia due to exposure to heavy metals and other toxins
6D85.3,- - - - Dementia due to human immunodeficiency virus
6D85.4,- - - - Dementia due to multiple sclerosis
6D85.5,- - - - Dementia due to prion disease
6D85.6,- - - - Dementia due to normal pressure hydrocephalus
6D85.7,- - - - Dementia due to injury to the head
6D85.8,- - - - Dementia due to pellagra
6D85.9,- - - - Dementia due to Down syndrome
6D85.Y,- - - - Dementia due to other specified diseases classified elsewhere
6D86,- - - Behavioural or psychological disturbances in dementia
6D86.0,- - - - Psychotic symptoms in dementia
6D86.1,- - - - Mood symptoms in dementia
6D86.2,- - - - Anxiety symptoms in dementia
6D86.3,- - - - Apathy in dementia
6D86.4,- - - - Agitation or aggression in dementia
6D86.5,- - - - Disinhibition in dementia
6D86.6,- - - - Wandering in dementia
6D86.Y,- - - - Other specified behavioural or psychological disturbances in dementia
6D86.Z,"- - - - Behavioural or psychological disturbances in dementia, unspecified"
6D8Y,"- - - Dementia, other specified cause"
6D8Z,"- - - Dementia, unknown or unspecified cause"
6E0Y,- - Other specified neurocognitive disorders
6E0Z,"- - Neurocognitive disorders, unspecified"
6E20,"- - Mental or behavioural disorders associated with pregnancy, childbirth or the puerperium, without psychotic symptoms"
6E21,"- - Mental or behavioural disorders associated with pregnancy, childbirth or the puerperium, with psychotic symptoms"
6E2Z,"- - Mental or behavioural disorders associated with pregnancy, childbirth or the puerperium, unspecified"
6E40,- Psychological or behavioural factors affecting disorders or diseases classified elsewhere
6E40.0,- - Mental disorder affecting disorders or diseases classified elsewhere
6E40.1,- - Psychological symptoms affecting disorders or diseases classified elsewhere
6E40.2,- - Personality traits or coping style affecting disorders or diseases classified elsewhere
6E40.3,- - Maladaptive health behaviours affecting disorders or diseases classified elsewhere
6E40.4,- - Stress-related physiological response affecting disorders or diseases classified elsewhere
6E40.Y,- - Other specified psychological or behavioural factors affecting disorders or diseases classified elsewhere
6E40.Z,"- - Psychological or behavioural factors affecting disorders or diseases classified elsewhere, unspecified"
6E60,- - Secondary neurodevelopmental syndrome
6E60.0,- - - Secondary speech or language syndrome
6E60.Y,- - - Other specified secondary neurodevelopmental syndrome
6E60.Z,"- - - Secondary neurodevelopmental syndrome, unspecified"
6E61,- - Secondary psychotic syndrome
6E61.0,"- - - Secondary psychotic syndrome, with hallucinations"
6E61.1,"- - - Secondary psychotic syndrome, with delusions"
6E61.2,"- - - Secondary psychotic syndrome, with hallucinations and delusions"
6E61.3,"- - - Secondary psychotic syndrome, with unspecified symptoms"
6E62,- - Secondary mood syndrome
6E62.0,"- - - Secondary mood syndrome, with depressive symptoms"
6E62.1,"- - - Secondary mood syndrome, with manic symptoms"
6E62.2,"- - - Secondary mood syndrome, with mixed symptoms"
6E62.3,"- - - Secondary mood syndrome, with unspecified symptoms"
6E63,- - Secondary anxiety syndrome
6E64,- - Secondary obsessive-compulsive or related syndrome
6E65,- - Secondary dissociative syndrome
6E66,- - Secondary impulse control syndrome
6E67,- - Secondary neurocognitive syndrome
6E68,- - Secondary personality change
6E69,- - Secondary catatonia syndrome
6E6Y,- - Other specified secondary mental or behavioural syndrome
6E6Z,"- - Secondary mental or behavioural syndrome, unspecified"
6E8Y,"- Other specified mental, behavioural or neurodevelopmental disorders"
6E8Z,"- Mental, behavioural or neurodevelopmental disorders, unspecified"
7A00,- - Chronic insomnia
7A01,- - Short-term insomnia
7A0Z,"- - Insomnia disorders, unspecified"
7A20,- - Narcolepsy
7A20.0,"- - - Narcolepsy, Type 1"
7A20.1,"- - - Narcolepsy, Type 2"
7A20.Z,"- - - Narcolepsy, unspecified"
7A21,- - Idiopathic hypersomnia
7A22,- - Kleine-Levin syndrome
7A23,- - Hypersomnia due to a medical condition
7A24,- - Hypersomnia due to a medication or substance
7A25,- - Hypersomnia associated with a mental disorder
7A26,- - Insufficient sleep syndrome
7A2Y,- - Other specified hypersomnolence disorders
7A2Z,"- - Hypersomnolence disorders, unspecified"
7A40,- - Central sleep apnoeas
7A40.0,- - - Primary central sleep apnoea
7A40.1,- - - Primary central sleep apnoea of infancy
7A40.2,- - - Primary central sleep apnoea of prematurity
7A40.3,- - - Central sleep apnea with Cheyne-Stokes breathing
7A40.4,- - - Central sleep apnoea due to a medical condition without Cheyne-Stokes breathing
7A40.5,- - - Central sleep apnoea due to high-altitude periodic breathing
7A40.6,- - - Central sleep apnoea due to a medication or substance
7A40.7,- - - Treatment-emergent central sleep apnoea
7A40.Y,- - - Other specified central sleep apnoeas
7A40.Z,"- - - Central sleep apnoeas, unspecified"
7A41,- - Obstructive sleep apnoea
7A42,- - Sleep-related hypoventilation or hypoxemia disorders
7A42.0,- - - Obesity hypoventilation syndrome
7A42.1,- - - Congenital central alveolar sleep-related hypoventilation
7A42.2,- - - Non-congenital central hypoventilation with hypothalamic abnormalities
7A42.3,- - - Idiopathic central alveolar hypoventilation
7A42.4,- - - Sleep-related hypoventilation due to a medication or substance
7A42.5,- - - Sleep-related hypoventilation due to medical condition
7A42.6,- - - Sleep-related hypoxemia due to a medical condition
7A42.Y,- - - Other specified sleep-related hypoventilation or hypoxemia disorders
7A42.Z,"- - - Sleep-related hypoventilation or hypoxemia disorders, unspecified"
7A4Y,- - Other specified sleep-related breathing disorders
7A4Z,"- - Sleep-related breathing disorders, unspecified"
7A60,- - Delayed sleep-wake phase disorder
7A61,- - Advanced sleep-wake phase disorder
7A62,- - Irregular sleep-wake rhythm disorder
7A63,- - Non-24 hour sleep-wake rhythm disorder
7A64,"- - Circadian rhythm sleep-wake disorder, shift work type"
7A65,"- - Circadian rhythm sleep-wake disorder, jet lag type"
7A6Z,"- - Circadian rhythm sleep-wake disorders, unspecified"
7A80,- - Restless legs syndrome
7A81,- - Periodic limb movement disorder
7A82,- - Sleep-related leg cramps
7A83,- - Sleep-related bruxism
7A84,- - Sleep-related rhythmic movement disorder
7A85,- - Benign sleep myoclonus of infancy
7A86,- - Propriospinal myoclonus at sleep onset
7A87,- - Sleep-related movement disorder due to a medical condition
7A88,- - Sleep-related movement disorder due to a medication or substance
7A8Y,- - Other specified sleep-related movement disorders
7A8Z,"- - Sleep-related movement disorders, unspecified"
7B00,- - Disorders of arousal from non-REM sleep
7B00.0,- - - Confusional arousals
